0826manami	3733891446	58	0	1499570463	市川愛美
1003_j	4796007755	111	4	1499483586	高橋朱里
345insta	4225591815	77	0	1499331245	指原莉乃
39saku_chan	3720950457	110	1	1499509563	宮脇咲良
___mion.m	4524027867	144	0	1499527604	向井地美音
_abedesu	1482907978	296	22	1499521985	阿部マリア
_iriyamaanna1203	3980297992	238	1	1499428785	入山杏奈
_officialjkt48	3082798080	391	49	1499330050	JKT48
_yoshida_akari	2178478903	1016	33	1499570166	吉田朱里
airingopero	4908038693	3	1	1495610389	谷川愛梨
akane_o8o	4694694863	84	1	1498491870	高柳明音
akari_ishizuka	2137492658	130	7	1499063403	石塚朱莉
akarisuda	4270045559	170	6	1499444314	須田亜香里
akb48_official	2231495853	2196	41	1499329434	AKB48
amiyumoto_official	3615065935	75	1	1499168690	湯本亜美
aoi0531.m	5527030289	69	0	1499434229	本村碧唯
aokishiori4	4273711612	138	2	1499511128	青木詩織
araiyuki57	4282006005	190	3	1499013602	荒井優希
ayana.s_official	4607385765	125	2	1499592259	篠崎彩奈
biichan_	3617837145	149	1	1499518417	飯野雅
chikako_1119	4405687055	107	0	1499430771	松本慈子
cocoro_naiki	3436711534	438	39	1499523733	内木志
egochan_329	4402496212	149	3	1499262549	江籠裕奈
emika_kamieda	2330060142	483	11	1499517715	上枝恵美加
fufu_ice	1359254515	402	49	1499435828	矢倉楓子
fujitanana_official	4808211480	82	0	1499261487	藤田奈那
hahahalalala0723	4406621670	313	180	1499522069	後藤楽々
haruka_futamura	4282939316	224	3	1499587802	二村春香
haruka_kodama919	3469541695	284	7	1498787571	兒玉遥
ichino_narumi	4403456854	19	0	1499565661	市野成美
isochan89	2026046556	308	4	1499484255	磯佳奈江
jkt48chikarina	3078944153	153	11	1499446265	近野莉菜
junayamada	4272842153	72	5	1497876024	山田樹奈
kaotan_0117	4271133453	51	0	1498301747	松村香織
katorena_ktrn	3225339802	445	8	1499523269	加藤玲奈
komiharu_official	3225337834	359	0	1499525713	込山榛香
konomi_kusaka	2537461868	403	25	1499596873	日下このみ
kumakuma9810	4285238306	155	2	1499591139	熊崎晴香
m.egu0626	2221149144	467	32	1499594375	松村芽久未
mak0_k0jima	4342089998	122	2	1483699394	小嶋真子
makiho_official	5499614198	16	0	1499598147	達家真姫宝
marika_tani	4282032158	21	0	1498916320	谷真理佳
maya_sugawara	4408411334	67	5	1498286826	菅原茉椰
mikotouchiyama	4274312111	81	0	1499558758	内山命
minegishi_31chan	4158514090	165	1	1499593604	峯岸みなみ
miochan_0517	4026579562	249	1	1499522121	朝長美桜
miori_ichikawa	2871321289	89	0	1497955949	市川美織
miyusanno.official	503231033	195	23	1498717506	竹内美宥
momoka_hayashi	2190094141	542	13	1499338373	林萌々香
myaostagram_380	5064146055	30	0	1499520468	宮崎美穂
nacky_k829	4277069311	227	16	1499469129	鎌田菜月
nagisa_nikoniko	2217161712	1759	106	1499438193	渋谷凪咲
nao_furuhata	4279418345	43	0	1498519420	古畑奈和
narunaru_330	3079649546	222	6	1498920450	古賀成美
nattu_official	4005184013	207	6	1499320469	明石奈津子
nojimakano_0906	4878281336	185	5	1499590582	野島樺乃
nonnonkanon0811	4277333839	494	15	1499601548	木本花音
nyanazu_o2o4	3655469975	185	25	1499515824	植村梓
o_megu1112	3225336432	214	8	1499582583	谷口めぐ
obamina__43	4305590092	164	4	1499259451	大場美奈
omorimiyu	4799572731	39	0	1499256742	大森美優
ouka_ske0226	4933142402	94	0	1499258789	末永桜花
reina.n824	3669459669	351	16	1499312162	中野麗来
rena_kawakami	1907514508	945	81	1499578353	川上礼奈
renanozawa	205773884	162	4	1403527163	野澤玲奈
reona_ske48	4277296905	72	4	1499308370	井田玲音名
rie_kitahara_3	2286838616	330	10	1499512617	北原里英
rina.kushiro_official	3057363379	223	19	1499223746	久代梨奈
risako_goto	4285995334	51	2	1499179158	後藤理沙子
rukakitano0525	4408100231	61	0	1499407994	北野瑠華
ryoha1009	4273232117	311	6	1499560471	北川綾巴
saepiiii.m	2192851159	732	4	1499506438	村瀬紗英
saitomakiko628	4274203394	392	2	1499587002	斉藤真木子
sarisari0118	4469732348	141	14	1499417775	惣田紗莉渚
sayaka__714	2989553343	88	5	1499441816	山本彩
seina___ff	5419553319	48	0	1499600851	福岡聖菜
shimadadesu_official	3508419640	256	9	1499551420	島田晴香
shiro36run	2534724824	766	63	1499421765	白間美瑠
ske48_fukushi	4406854888	137	1	1499423380	福士奈央
stu48.official	4369052268	39	0	1499244328	STU48
sugiyama_aika	4933864377	48	0	1499432260	杉山愛佳
sukiyaki_daisuki512	5381357840	52	4	1499522417	中西智代梨
sumiresato_official	4427833745	43	0	1499438025	佐藤すみれ
suto_riripon	4820691368	31	0	1497367700	須藤凜々花
