01	1015	11700	石森虹花
02	630	11294	今泉佑唯
03	1277	11010	上村莉菜
04	566	11704	尾関梨香
05	914	11641	織田奈那
06	581	11690	小池美波
07	579	11665	小林由依
08	1520	11691	齋藤冬優花
09	760	11708	佐藤詩織
10	445	11658	志田愛佳
11	1642	11688	菅井友香
12	465	11295	鈴本美愉
13	1777	11714	長沢菜々香
14	605	11659	土生瑞穂
15	1401	11715	原田葵
17	171	10889	平手友梨奈
18	1519	11687	守屋茜
19	548	11414	米谷奈々未
20	238	11083	渡辺梨加
21	309	11610	渡邉理佐
22	515	11657	長濱ねる
23	913	11709	井口眞緒
24	542	11697	潮紗理菜
25	539	11701	柿崎芽実
26	1072	11695	影山優佳
27	959	11710	加藤史帆
28	1989	11713	齊藤京子
29	835	11702	佐々木久美
30	489	11707	佐々木美玲
31	774	11706	高瀬愛奈
32	960	11716	高本彩花
33	837	11712	東村芽依
